,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
United Nations,,,,,,,,,,,,,,,,,,,,,,,,
Population Division,,,,,,,,,,,,,,,,,,,,,,,,
Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
World Urbanization Prospects: The 2014 Revision,,,,,,,,,,,,,,,,,,,,,,,,
"File 3: Urban Population at Mid-Year by Major Area, Region and Country, 1950-2050 (thousands)",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
POP/DB/WUP/Rev.2014/1/F03,,,,,,,,,,,,,,,,,,,,,,,,
June 2014 - Copyright © 2014 by United Nations. All rights reserved,,,,,,,,,,,,,,,,,,,,,,,,
"Suggested citation: United Nations, Department of Economic and Social Affairs, Population Division (2014). World Urbanization Prospects: The 2014 Revision, CD-ROM Edition.",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,"Urban Population at Mid-Year, 1950-2050 (thousands)",,,,,,,,,,,,,,,,,,,,
Index,"Major area, region, country or area",Note,Country Code,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050
94,Southern Asia,,5501,78950.057,90084.786,103301.542,121860.701,145421.165,177890.685,221313.582,266295.89,316081.931,366335.11,420684.517,483648.331,550606.834,624430.246,703941.513,788252.354,875187.826,963002.068,1049427.598,1133382.075,1213610.806
95,Afghanistan,,4,432.143,553.706,721.379,952.137,1269.972,1704.871,2066.88,1955.053,2148.654,3474.413,4383.053,5691.905,7011.272,8546.635,10320.963,12418.55,14788.124,17374.813,20093.889,22863.478,25642.244
96,Bangladesh,,50,1622.639,2020.726,2543.661,3552.536,5034.728,7107.81,12251.656,16496.299,21274.633,26003.685,31229.852,38373.642,46035.276,54983.919,64479.585,74020.473,83160,91510.533,98935.284,105950.886,112443.436
97,Bhutan,,64,3.713,5.504,8.06,11.844,17.754,27.511,41.82,60.727,87.799,104.556,143.448,201.402,249.447,300.055,346.724,390.622,429.823,463.125,490.795,516.164,539.063
98,India,,356,64134.137,71906.548,80586.315,93540.8,109709.315,132732.329,161445.95,190338.784,221979.229,254314.016,288365.219,329516.783,372901.884,419938.867,470726.086,525459.048,583038.483,642296.787,701357.654,758961.289,814398.506
99,Iran (Islamic Republic of),,364,4716.125,5903.54,7407.65,9275.865,11789.487,15040.458,19325.507,25379.649,31748.896,36423.98,42210.684,47393.356,52589.842,58315.802,63738.744,68472.823,72543.82,76105.956,79230.575,82017.008,84357.725
100,Maldives,,462,7.823,8.627,9.939,11.616,13.575,23.2,34.336,46.786,55.778,62.805,75.566,100.431,130.225,163.008,194.39,222.306,244.953,263.264,281.095,298.474,314.635
101,Nepal,,524,217.932,268.676,332.199,390.335,457.288,621.726,876.189,1192.345,1603.63,2243.061,3113.842,3839.979,4516.065,5294.339,6176.685,7162.029,8234.717,9368.585,10546.521,11755.353,12978.514
102,Pakistan,,586,6577.755,8035.464,10066.423,12166.264,14692.753,17952.986,22448.238,27813.268,33967.023,40333.123,47687.034,54863.424,63369.63,72920.65,83764.075,95618.196,107880.376,120266.202,132548.149,144454.795,155746.618
103,Sri Lanka,,144,1237.79,1381.995,1625.916,1959.304,2436.293,2679.794,2823.006,3012.979,3216.289,3375.471,3475.819,3667.409,3803.193,3966.971,4194.261,4488.307,4867.53,5352.803,5943.636,6564.628,7190.065
104,South-Eastern Asia,,920,26065.576,32067.049,39894.872,49106.542,60459.823,74038.556,90954.662,113523.707,140164.246,168067.958,199681.306,231789.044,265800.533,301578.981,336821.915,370921.125,403284.326,433091.502,460205.242,485148.725,507725.169
105,Brunei Darussalam,,96,12.843,21.941,35.509,53.949,80.004,99.68,115.617,138.847,169.145,202.503,236.122,270.354,302.468,330.841,356.934,381.027,402.885,422.232,438.003,449.859,458.23
106,Cambodia,,116,452.137,516.593,588.289,700.151,1121.343,338.302,663.085,1083.437,1408.076,1864.281,2271.793,2560.946,2845.724,3248.723,3723.4,4273.673,4900.072,5628.756,6433.446,7287.526,8166.881
107,Indonesia,,360,9001.432,10651.003,12936.482,15841.472,19472.869,24959.632,32160.623,42383.285,54633.885,70027.122,87758.699,103118.973,120154.271,137422.002,154163.583,170111,184912.08,197950.123,209152.947,219103.587,227770.447
108,Lao People's Democratic Republic,,418,121.834,143.384,168.441,198.132,258.436,337.59,402.354,507.662,655.22,846.587,1184.197,1585.851,2118.47,2710.569,3331.734,3935.861,4479.351,4975.298,5473.194,5963.65,6434.609
109,Malaysia,8,458,1244.022,1642.973,2170.621,2862.596,3649.38,4635.637,5816.219,7234.794,9068.005,11541.559,14515.387,17210.135,20050.923,22898.099,25544.486,28005.193,30181.596,32011.953,33533.966,34905.173,36162.668
110,Myanmar,,104,2831.985,3396.654,4131.029,5038.019,6202.029,7330.005,8264.463,9280.195,10349.665,11570.448,13066.62,14517.24,16309.134,18469.012,20708.694,22938.063,25094.547,27125.968,29001.852,30705.07,32205.99
111,Philippines,,608,5041.796,6365.775,7959.458,9769.788,11807.992,14684.763,17765.32,23384.531,30100.849,33612.975,37237.828,39994.963,42288.282,45172.676,48864.64,53548.349,59220.239,65934.168,73335.4,80844.691,88380.848
112,Singapore,,702,1016.428,1305.733,1633.72,1879.573,2074.073,2262.395,2414.527,2708.638,3016.404,3482.64,3918.189,4495.537,5078.969,5618.866,6057.219,6333.513,6577.884,6769.247,6904.084,6997.759,7064.579
113,Thailand,,764,3395.919,4266.922,5382.793,6433.564,7703.609,10057.569,12690.729,14618.582,16648.693,17858.276,19569.966,24598.175,29270.141,33952.234,37894.013,40977.509,43134.684,44305.963,44703.277,44701.37,44334.632
114,Timor-Leste,,626,42.871,46.11,50.422,62.177,77.883,96.746,95.721,122.496,156.624,195.301,207.108,261.985,318.508,384.285,460.815,547.279,638.412,728.247,815.871,908.317,1007.297
115,Viet Nam,,704,2904.309,3709.961,4838.108,6267.121,8012.205,9236.237,10566.004,12061.24,13957.68,16866.266,19715.397,23174.885,27063.643,31371.674,35716.397,39869.658,43742.576,47239.547,50413.202,53281.723,55738.988
116,Western Asia,,922,14732.162,18930.563,24063.503,30478.214,38490.806,48324.331,59229.814,75288.043,90639.062,103755.837,117107.977,135232.569,157652.222,177951.859,196750.724,214830.204,232170.042,249052.845,265410.036,281024.048,295447.342
117,Armenia,,51,545.987,718.455,957.511,1226.264,1507.63,1797.435,2045.091,2240.22,2389.86,2129.141,1989.199,1935.079,1884.192,1873.591,1864.307,1871.678,1885.154,1908.345,1937.235,1956.055,1960.598
118,Azerbaijan,9,31,1323.223,1664.72,2052.755,2343.196,2589.491,2954.913,3253.139,3570.493,3878.793,4056.83,4171.405,4486.271,4856.675,5250.367,5626.766,5961.261,6259.496,6537.855,6788.584,6991.273,7136.014
119,Bahrain,,48,74.455,100.946,133.771,154.561,178.527,226.617,309.88,365.55,437.126,498.272,590.539,777.508,1108.032,1207.101,1318.982,1406.447,1478.197,1543.056,1600.499,1648.229,1683.914
120,Cyprus,,196,140.22,171.363,204.124,221.86,250.119,307.187,401.746,455.135,511.909,581.989,647.551,704.926,745.549,779.43,812.852,845.776,880.125,911.58,940.037,962.232,977.263
121,Georgia,10,268,1301.81,1538.345,1791.587,2038.696,2259.815,2471.02,2663.279,2865.401,3005.25,2728.179,2496.944,2348.2,2320.26,2308.992,2298.302,2287.448,2282.242,2289.745,2309.291,2330.664,2350.476
122,Iraq,,368,2008.69,2447.03,3127.213,4242.439,5569.368,7171.849,8945.866,10711.365,12210.719,14005.725,16302.927,18825.977,21374.433,24847.389,28564.086,32654.36,36880.434,41385.909,46082.548,50862.249,55653.186
123,Israel,,376,893.159,1220.458,1606.03,2041.746,2399.238,2891.082,3317.141,3667.479,4065.416,4844.628,5484.684,6043.558,6813.683,7297.043,7866.565,8418.737,8972.762,9539.217,10112.937,10669.974,11188.661
124,Jordan,,400,166.079,279.166,452.126,607.628,926.187,1144.415,1369.061,1864.431,2461.455,3385.49,3804.81,4253.176,5323.284,6434.69,6854.804,7495.196,8102.779,8696.405,9271.538,9808.258,10282.849
125,Kuwait,,414,93.633,135.094,196.216,382.293,642.82,938.521,1299.912,1694.151,2018.046,1555.083,1870.267,2254.68,2939.625,3523.977,3951.46,4365.654,4763.945,5153.265,5538.269,5913.882,6268.275
126,Lebanon,,422,427.078,556.203,764.253,1065.744,1366.383,1725.143,1919.362,2125.815,2246.76,2572.921,2782.427,3451.984,3784.699,4436.67,4311.658,4489.132,4634.198,4739.787,4810.49,4854.546,4873.871
127,State of Palestine,11,275,347.608,401.226,470.783,582.231,610.473,787.705,941.949,1145.166,1409.252,1824.49,2306.302,2600.874,2975,3423.087,3927.257,4475.674,5049.54,5636.822,6227.167,6818.864,7407.558
128,Oman,,512,39.252,59.303,90.485,139.614,214.732,337.059,549.041,855.281,1196.523,1544.17,1569.169,1826.169,2106.593,3228.136,3598.555,3885.201,4076.303,4191.428,4248.074,4315.33,4380.317
129,Qatar,,634,20.129,29.756,40.349,64.032,96.608,146.125,199.952,334.293,442.141,476.086,571.791,800.213,1726.172,2332.785,2530.695,2653.239,2753.026,2835.77,2905.051,2956.16,2978.482
130,Saudi Arabia,,682,664.845,922.664,1272.545,1869.612,2824.24,4304.904,6482.74,9643.065,12411.049,14607.001,16084.987,19993.877,22374.784,24853.959,27202.447,29085.517,30602.519,31999.465,33376.063,34697.663,35838.611
131,Syrian Arab Republic,,760,1116.076,1361.803,1690.445,2159.655,2764.867,3408.395,4183.215,5108.681,6092.664,7184.03,8504.294,9770.957,11988.656,12837.178,15363.857,17213.252,19108.652,20985.766,22818.08,24577.197,26244.525
132,Turkey,,792,5261.637,6924.965,8683.368,10610.333,13294.704,16295.737,19222.062,25793.14,31966.194,36355.82,40899.833,45918.585,51011.925,56288.353,60796.966,65010.516,68841.882,72180.63,74977.077,77322.236,79188.556
133,United Arab Emirates,,784,37.927,50.483,65.862,113.741,184.76,425.128,819.061,1075.13,1428.059,1837.597,2428.236,3412.973,7095.546,8192.333,9197.733,10071.98,10914.59,11767.137,12619.472,13400.446,14057.837
134,Yemen,,887,270.354,348.583,464.08,614.569,810.844,991.096,1307.317,1773.247,2467.846,3568.385,4602.612,5827.562,7223.114,8836.778,10663.432,12639.136,14684.198,16750.663,18847.624,20938.79,22976.349
135,EUROPE,,908,282965.293,313280.048,346340.95,382259.042,414173.127,443146.454,468429.458,488067.836,505990.967,514365.412,516827.426,525634.776,537982.392,547065.703,555106.331,561571.444,566970.179,571694.852,575852.164,579072.565,581112.912
136,Eastern Europe,,923,87495.407,105387.85,123938.105,141046.485,156444.192,172499.027,188299.16,201187.922,211281.358,211380.39,207719.646,204275.207,204112.022,202949.714,201792.067,200151.665,198303.193,196605.079,195121.002,193545.927,191714.283
137,Belarus,,112,2031.826,2251.586,2653.712,3281.65,3978.349,4741.124,5456.909,6182.485,6769.542,6920.989,6984.34,6992.774,7081.717,7099.098,7083.364,7020.189,6905.628,6755.577,6596.151,6437.499,6273.868
138,Bulgaria,,100,2000.044,2429.307,2918.461,3754.88,4442.762,5023.631,5505.311,5787.556,5855.195,5665.322,5512.24,5423.132,5342.501,5259.641,5154.71,5023.146,4866.037,4696.439,4528.382,4367.146,4205.054
139,Czech Republic,,203,4809.187,5297.319,5703.539,6036.653,6329.349,7021.574,7752.249,7785.267,7767.162,7717.473,7584.078,7529.961,7731.088,7866.405,7983.344,8101.182,8213.862,8346.787,8520.289,8710.778,8899.721
140,Hungary,,348,4951.168,5350.364,5591.842,5901.15,6218.952,6559.949,6906.27,6882.431,6837.31,6750.449,6602.208,6699.059,6895.966,7059.554,7188.567,7278.624,7326.329,7338.127,7330.74,7326.427,7326.774
141,Poland,,616,9516.954,11814.609,14197.742,15735.526,17009.457,18800.918,20702.346,22348.971,23374.497,23662.577,23669.049,23478.722,23260.026,23138.954,23166.13,23286.75,23442.789,23593.574,23732.948,23811.403,23854.271
142,Republic of Moldova,12,498,433.086,542.741,703.556,919.501,1152.672,1390.531,1619.447,1861.993,2040.768,2008.725,1881.216,1706.779,1603.775,1546.404,1518.996,1507.594,1500.232,1498.607,1494.398,1483.438,1462.628
143,Romania,,642,4160.595,5324.656,6314.256,7176.59,8197.574,9195.671,10319.463,11366.624,12438.003,12347.264,11866.818,11758.478,11767.81,11774.49,11805.721,11838.084,11870.237,11911.294,11951.789,11953.777,11903.243
144,Russian Federation,,643,45320.503,54610.733,64507.9,73693.748,81436.342,89101.683,96630.762,103227.186,108731.707,109032.034,107650.471,105737.205,105827.92,105163.529,104399.14,103199.593,101944.295,100890.99,100000.128,99082.036,98039.629
145,Slovakia,,703,1031.378,1209.097,1384.47,1621.957,1860.658,2194.642,2576.059,2794.361,2981.435,3032.065,3029.853,2995.649,2971.273,2925.323,2911.758,2923.204,2953.452,3001.693,3062.063,3115.225,3160.953
146,Ukraine,,804,13240.666,16557.438,19962.627,22924.83,25818.077,28469.304,30830.344,32951.048,34485.739,34243.492,32939.373,31953.448,31629.946,31116.316,30580.337,29973.299,29280.332,28571.991,27904.114,27258.198,26588.142
147,Northern Europe,,924,54396.876,56192.208,58687.053,61831.324,64501.324,66906.341,68683.843,69691.351,70985.019,72230.083,73552.135,75895.566,79135.261,82402.504,85676.66,88759.478,91588.653,94139.369,96548.344,98929.633,101258.613
148,Channel Islands,13,830,42.304,42.278,42.345,42.99,43.737,43.213,41.296,42.593,44.159,43.967,45.309,47.436,49.537,51.455,53.725,56.377,59.399,62.743,66.267,69.67,72.973
149,Denmark,,208,2901.691,3090.791,3375.367,3667.671,3931.15,4157.64,4289.497,4313.194,4361.237,4446.59,4542.879,4651.395,4817.933,4963.992,5110.693,5259.521,5401.753,5527.665,5637.982,5741.652,5847.382
150,Estonia,,233,546.865,621.623,700.079,791.662,883.429,961.169,1027.879,1077.407,1114.986,1007.452,947.652,910.812,884.22,864.634,848.958,836.195,825.504,818.848,817.147,816.481,815.144
151,Faroe Islands,,234,5.471,5.918,7.327,9.292,10.785,12.291,13.413,14.103,14.695,13.638,16.893,19.555,20.292,20.77,21.693,22.698,23.829,25.019,26.133,27.071,27.883
152,Finland,14,246,1723.74,2081.004,2449.483,2723.196,2934.667,3195.845,3428.141,3716.284,3957.802,4135.734,4254.175,4349.49,4485.115,4598.985,4705.653,4800.818,4878.093,4935.252,4979.305,5022.081,5071.101
153,Iceland,,352,103.854,120.961,140.943,159.031,173.529,188.902,201.345,216.233,231.258,245.068,259.845,276.084,297.764,316.987,334.986,351.261,365.277,376.822,386.185,393.592,398.956
154,Ireland,,372,1167.804,1268.031,1296.232,1400.226,1532.537,1707.571,1891.161,1988.784,2009.44,2091.445,2249.753,2514.637,2762.754,2989.325,3214.051,3428.848,3637.695,3848.841,4063.061,4274.001,4473.536
155,Isle of Man,,833,29.245,28.316,26.702,28.554,31.663,31.935,33.715,33.36,36.384,37.377,39.804,41.703,43.671,45.444,47.323,49.331,51.473,53.701,55.993,58.186,60.279
156,Latvia,,428,904.822,997.638,1127.31,1285.126,1436.329,1576.355,1686.372,1770.282,1844.799,1710.503,1614.189,1514.74,1415.124,1368.782,1330.803,1298.929,1277.151,1260.652,1253.713,1252.197,1252.488
157,Lithuania,,440,739.268,895.408,1093.345,1318.802,1554.727,1837.514,2098.901,2317.803,2498.807,2441.157,2343.462,2190.155,2048.399,1994.553,1961.277,1940.717,1926.461,1917.761,1913.738,1911.449,1909.861
158,Norway,15,578,1647.595,1722.359,1788.154,2143.873,2534.575,2731.708,2880.026,2958.201,3051.208,3215.963,3417.242,3583.424,3869.061,4138.621,4418.866,4663.079,4898.538,5116.365,5319.547,5518.684,5717.268
159,Sweden,,752,4607.189,5028.602,5421.943,5965.022,6522.444,6777.782,6905.261,6939.526,7112.618,7398.883,7455.029,7614.156,7980.239,8318.812,8684.062,9055.72,9401.891,9723.661,10050.953,10404.361,10781.93
160,United Kingdom,,826,39977.028,40289.279,41217.823,42295.879,42911.752,43684.416,44186.836,44303.581,44707.626,45442.306,46365.903,48181.979,50461.152,52730.144,54944.57,56995.984,58841.589,60472.039,61978.32,63440.208,64829.812
161,Southern Europe,,925,50014.051,55118.299,60299.737,67070.193,74129.511,80649.589,86865.079,90369.392,92660.281,94510.445,96520.713,101566.57,106580.614,109413.616,111681.471,113570.712,115304.037,116941.026,118387.344,119446.836,119968.966
162,Albania,,8,249.311,373.443,497.069,585.342,678.915,793.784,923.309,1079.837,1255.642,1306.589,1379.514,1493.585,1643.203,1835.302,2008.929,2158.191,2276.7,2347.856,2368.265,2362.897,2345.476
163,Andorra,,20,2.404,4.485,7.84,13.068,19.461,26.792,33.201,42.438,51.628,59.807,60.425,73.34,68.415,68.9,69.218,69.909,71.271,73.3,75.643,77.573,79.074
164,Bosnia and Herzegovina,,70,363.663,487.382,629.373,809.061,1011.72,1227.171,1457.217,1624.598,1776.629,1387.658,1507.146,1520.962,1508.61,1518.971,1547.754,1593.223,1651.751,1713.814,1764.609,1805.267,1839.438
165,Croatia,,191,858.421,1036.557,1223.957,1444.818,1676.598,1928.955,2203.08,2390.254,2590.383,2574.539,2487.608,2475.591,2495.985,2509.158,2537.331,2567.537,2595.278,2613.291,2620.434,2617.377,2606.222
166,Gibraltar,,292,20.498,21.022,21.529,23.256,24.661,25.443,26.568,26.611,26.833,27.285,27.351,29.08,29.253,29.354,29.372,29.272,29.022,28.647,28.185,27.67,27.127
167,Greece,,300,3945.77,4308.021,4661.455,5127.947,5646.828,6055.724,6686.426,7005.492,7261.392,7696.36,7989.196,8220.677,8476.092,8678.93,8812.987,8929.858,9014.894,9082.359,9133.891,9163.665,9157.891
168,Holy See,16,336,0.905,0.905,0.906,0.855,0.648,0.729,0.726,0.747,0.77,0.781,0.787,0.798,0.799,0.8,0.804,0.801,0.804,0.808,0.813,0.817,0.822
169,Italy,,380,25086.201,27365.162,29395.33,31820.134,34272.858,36166.154,37465.446,37938.448,37921.709,38123.695,38307.191,39743.264,41343.691,42166.069,42852.899,43458.945,44122.611,44839.617,45560.659,46176.585,46639.674
170,Malta,,470,277.233,283.086,283.221,275.849,273.521,276.429,296.235,318.439,339.196,359.794,376.426,388.39,402.077,411.434,418.046,421.637,421.818,419.155,414.868,409.884,404.782
171,Montenegro,,499,50.223,68.483,90.014,114.397,142.737,175.395,213.177,251.627,295.238,328.019,357.818,383.042,391.246,397.957,402.987,406.794,409.294,410.157,409.234,406.643,402.909
172,Portugal,,620,2625.709,2854.834,3102.385,3276.84,3364.472,3745.933,4177.878,4501.757,4743.368,5160.508,5606.512,6046.171,6413.953,6733.984,6993.297,7199.862,7362.23,7480.905,7550.329,7578.473,7564.201
173,San Marino,,674,5.521,6.338,7.527,9.488,11.443,14.105,17.381,20.109,21.818,23.539,25.2,27.994,29.036,29.954,30.531,30.997,31.363,31.638,31.823,31.903,31.868
174,Serbia,17,688,1367.068,1775.124,2225.682,2723.1,3273.372,3714.792,4179.703,4565.785,4905.973,5378.747,5463.712,5428.832,5326.003,5235.373,5161.122,5105.49,5057.582,5007.143,4943.647,4852.751,4738.05
175,Slovenia,,705,293.468,365.011,445.628,529.8,617.866,738.174,880.126,965.622,1009.507,1008.193,1009.741,1010.19,1027.948,1032.259,1041.581,1056.805,1079.177,1110.404,1150.079,1189.484,1224.99
176,Spain,18,724,14573.727,15777.801,17207.333,19679.136,22318.069,24863.721,27290.986,28551.281,29298.801,29902.847,30720.607,33522.306,36226.211,37560.715,38555.59,39300.799,39914.214,40495.159,41035.315,41440.257,41600.829
177,TFYR Macedonia,19,807,293.929,390.645,500.488,637.102,796.342,896.288,1013.62,1086.347,1161.394,1172.084,1201.479,1202.348,1198.092,1204.456,1219.023,1240.592,1266.028,1286.773,1299.55,1305.59,1305.613
178,Western Europe,,926,91058.959,96581.691,103416.055,112311.04,119098.1,123091.497,124581.376,126819.171,131064.309,136244.494,139034.932,143897.433,148154.495,152299.869,155956.133,159089.589,161774.296,164009.378,165795.474,167150.169,168171.05
179,Austria,,40,4412.192,4465.234,4566.811,4736.322,4887.457,4978.243,4940.42,4967.179,5044.197,5254.375,5277.332,5422.952,5532.863,5645.401,5790.076,5964.863,6158.557,6363.249,6577.05,6784.795,6983.751
180,Belgium,,56,7892.159,8159.117,8451.402,8792.43,9069.273,9229.763,9400.523,9490.827,9616.736,9834.368,9973.488,10234.535,10683.185,10943.878,11141.148,11316.649,11467.037,11596.422,11710.378,11808.735,11891.162
181,France,,250,23104.465,25226.905,28278.1,32780.133,36027.526,38497.834,39529.024,40812.981,42097.667,43455.898,44925.825,47392.725,49538.497,51674.43,53688.106,55547.644,57331.894,58994.362,60510.86,61886.269,63174.483
182,Germany,,276,47727.925,49937.036,52350.242,55156.781,57304.431,57843.826,57669.546,57366.703,58850.74,60935.648,61020.429,61497.844,61674.606,62170.091,62530.277,62653.694,62537.78,62233.758,61756.186,61086.027,60220.065
183,Liechtenstein,,438,2.735,3.019,3.373,3.631,3.924,4.294,4.727,4.803,4.866,5.08,5.007,5.12,5.225,5.353,5.569,5.881,6.29,6.796,7.386,8.002,8.656
184,Luxembourg,,442,199.037,208.835,218.815,237.58,252.631,273.624,291.393,295.964,309.046,338.33,367.275,396.486,449.719,489.803,526.808,560.929,591.879,618.254,639.194,655.145,666.145
185,Monaco,,492,20,19.658,22.454,23.283,23.484,25.201,26.746,28.836,29.438,30.7,32.081,33.808,36.845,38.32,39.89,41.756,43.857,46.024,48.148,50.348,52.762
186,Netherlands,,528,5628.748,6192.825,6822.821,7420.039,7990.127,8592.223,9120.644,9642.119,10227.347,11227.121,12179.548,13470.572,14465.326,15243.271,15800.765,16187.52,16429.275,16537.287,16519.825,16427.237,16303.58
187,Switzerland,,756,2071.698,2369.062,2702.037,3160.841,3539.247,3646.489,3598.353,4209.759,4884.272,5162.974,5253.947,5443.391,5768.229,6089.322,6433.494,6810.653,7207.727,7613.226,8026.447,8443.611,8870.446
188,LATIN AMERICA AND THE CARIBBEAN,,904,69335.121,86976.145,108632.711,134806.929,164071.525,197280.963,234195.264,273130.007,313875.861,355089.152,396276.279,432803.905,467641.554,502792.854,536051.691,567088.511,595134.448,619795.465,641056.932,659040.884,673631.43
189,Caribbean,,915,6170.176,7119.874,8243.428,9830.23,11493.767,13475.825,15394.752,17616.454,19850.701,21708.082,23545.914,25829.15,28101.186,30327.523,32320.847,34031.906,35428.485,36533.602,37399.007,38036.139,38440.009
190,Anguilla,,660,5.121,5.697,5.863,6.114,6.4,6.63,6.698,6.662,8.334,9.807,11.071,12.637,13.768,14.614,15.27,15.594,15.783,15.837,15.762,15.571,15.292
191,Antigua and Barbuda,,28,13.921,18.356,21.684,21.839,22.107,23.696,24.337,23.024,21.931,23.212,24.946,24.124,22.889,21.829,21.419,21.642,22.49,24.01,26.091,28.178,30.223
192,Aruba,,533,19.386,22.236,27.525,29.082,29.901,30.66,30.331,31.763,31.272,39.172,42.446,44.889,43.746,43.143,42.934,43.277,44.163,45.44,46.826,47.855,48.701
193,Bahamas,,44,41.193,49.567,65.4,88.712,113.069,132.25,153.997,179.941,204.656,226.731,244.189,270.775,297.586,321.179,341.202,360.211,377.568,393.086,406.847,419.082,430.214
194,Barbados,,52,76.07,82.671,84.902,87.39,89.575,94.875,98.474,91.504,84.672,87.534,90.391,90.111,89.895,90.485,92.324,95.362,99.548,104.867,110.797,116.576,122.356
195,British Virgin Islands,,92,0.836,0.898,0.983,1.259,1.631,2.04,2.502,3.956,6.224,7.446,8.623,10.003,12.154,13.301,14.434,15.531,16.559,17.519,18.4,19.191,19.878
196,Cayman Islands,,136,6.413,6.676,7.867,8.371,9.144,12.238,16.164,19.315,25.009,31.672,41.685,48.623,55.509,59.967,62.988,65.106,66.552,67.375,67.625,67.37,66.705
197,Cuba,,192,3345.434,3757.47,4170.479,4718.401,5252.216,6061.686,6698.238,7162.149,7777.156,8119.938,8389.801,8597.093,8641.505,8669.864,8670.94,8643.559,8604.213,8509.986,8354.617,8128.817,7833.338
198,Dominica,,212,17.731,19.797,22.713,24.831,27.494,30.762,35.216,40.289,44.741,46.268,45.476,46.982,48.461,50.541,52.744,54.884,56.526,57.64,58.387,58.907,59.15
199,Dominican Republic,,214,565.062,750.942,1001.136,1366.339,1819.038,2361.663,2987.511,3514.183,4001.191,4594.965,5349.305,6294.058,7387.638,8413.051,9297.925,10043.351,10653.328,11131.736,11494.535,11784.369,12002.718
200,Grenada,,308,21.849,23.826,27.256,29.579,30.418,30.108,29.301,33.152,32.186,34.635,36.452,36.976,37.349,37.973,38.814,39.615,40.303,40.982,41.653,42.004,41.891
201,Guadeloupe,20,312,75.18,112.073,163.555,211.23,253.484,282.288,296.458,333.362,371.019,393.941,418.629,436.773,451.261,462.772,472.75,481.64,488.55,492.644,493.674,491.725,487.186
202,Haiti,,332,391.991,484.94,603.331,751.578,931.42,1049.554,1169.167,1486.249,2027.106,2554.506,3053.851,4082.59,5147.755,6218.609,7200.479,8050.753,8742.378,9350.462,9925.938,10457.604,10936.498
203,Jamaica,,388,338.323,443.022,550.094,660.075,772.276,885.538,996.607,1112.414,1169.443,1246.175,1337.957,1416.47,1473.367,1541.33,1614.414,1687.835,1755.28,1813.11,1858.487,1887.668,1900.062
204,Martinique,,474,73.017,82.621,112.901,155.418,198.32,233.421,259.104,284.894,309.29,326.048,344.783,353.977,356.835,360.596,364.664,368.605,372.154,374.269,373.784,370.628,365.208
205,Montserrat,,500,2.136,2.259,1.914,1.587,1.329,1.409,1.49,1.416,1.342,1.279,0.103,0.446,0.453,0.468,0.485,0.51,0.544,0.587,0.639,0.692,0.745
206,Sint Maarten (Dutch part),,534,1.497,2.11,2.834,4.464,6.862,9.553,13.098,19.027,28.546,35.34,31.347,37.395,42.519,46.914,50.723,54.034,56.791,58.892,60.284,61.011,61.23
207,Caribbean Netherlands,,535,5.045,5.567,6,6.932,8.026,8.641,8.846,9.429,10.107,11.547,10.785,10.766,13.166,14.874,16.016,16.884,17.513,17.945,18.248,18.438,18.536
208,Curaçao,,531,70.695,84.984,94.836,102.59,112.679,120.448,121.015,125.223,124.201,126.159,119.885,117.149,132.664,146.917,152.411,156.322,158.987,160.777,161.927,162.259,161.91
209,Puerto Rico,,630,900.333,953.627,1049.347,1328.043,1580.585,1840.372,2162.388,2841.252,3269.669,3458.253,3583.844,3539.7,3480.613,3444.537,3439.61,3453.868,3468.778,3476.015,3471.687,3454.052,3424.096
210,Saint Kitts and Nevis,,659,12.213,13.102,14.153,15.184,15.323,15.509,15.503,14.808,14.132,14.46,14.928,15.748,16.651,17.746,19.055,20.586,22.299,23.984,25.607,27.142,28.578
211,Saint Lucia,,662,15.894,17.596,19.293,21.822,24.902,27.662,31.312,35.299,40.555,42.296,43.591,38.184,32.73,34.221,35.985,38.058,40.447,43.177,46.217,49.198,52.032
212,Saint Vincent and the Grenadines,,670,14.542,17.469,21,24.289,27.755,31.768,36.052,40.331,44.519,46.904,48.754,51.105,53.33,55.289,57.25,59.195,61.151,63.229,65.503,67.411,68.944
213,Trinidad and Tobago,,780,138.279,143.105,147.204,130.908,112.347,115.029,117.902,112.38,104.275,120.755,136.646,128.428,120.747,113.728,109.091,106.52,106.516,109.41,114.535,119.247,123.193
214,Turks and Caicos Islands,,796,2.382,2.464,2.729,2.8,2.878,3.473,4.158,6.218,8.587,12.256,15.96,23.208,27.964,31.656,34.578,36.884,38.719,40.111,41.033,41.515,41.623
215,United States Virgin Islands,,850,15.633,16.799,18.429,31.393,44.588,64.552,78.883,88.214,90.538,96.783,100.466,100.94,100.631,101.919,102.342,102.08,101.345,100.512,99.904,99.629,99.702
